Series Name,Series Code,Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,Denmark,DNK,0.40321038,0.248351229,0.241419849,0.278909053,0.257214798,0.234430662,0.378948172,0.381852748,0.109052748,0.396428811,1.275457088,1.013879088,0.996625047,0.928490714,1.107711313,1.453496128,1.602123252,1.39606726,1.780899133,1.019546077,1.192486049,1.492452952,1.388438106,1.025816554,0.814514277,0.44047159,0.296588221,0.426156383,0.509684508,0.380194234,0.147714022
